 x, y, z, s
   1.56493068     ,   7.53853893     ,   2.48165631     ,   19.8649101    
   1.55965424     ,   7.55928135     ,   2.46972013     ,   19.8894157    
   1.55444789     ,   7.57991552     ,   2.45761251     ,   19.9139004    
   1.54930997     ,   7.60043955     ,   2.44533348     ,   19.9383640    
   1.54423904     ,   7.62084961     ,   2.43288183     ,   19.9628029    
   1.53923345     ,   7.64114285     ,   2.42025805     ,   19.9872227    
   1.53429151     ,   7.66131687     ,   2.40746045     ,   20.0116177    
   1.52941167     ,   7.68136740     ,   2.39448857     ,   20.0359917    
   1.52459264     ,   7.70129251     ,   2.38134265     ,   20.0603447    
   1.51983225     ,   7.72108746     ,   2.36802173     ,   20.0846748    
   1.51512980     ,   7.74075174     ,   2.35452509     ,   20.1089840    
   1.51048279     ,   7.76027966     ,   2.34085226     ,   20.1332722    
   1.50589025     ,   7.77967072     ,   2.32700300     ,   20.1575394    
   1.50135076     ,   7.79891968     ,   2.31297636     ,   20.1817856    
   1.49686205     ,   7.81802368     ,   2.29877234     ,   20.2060108    
   1.49242330     ,   7.83698130     ,   2.28438997     ,   20.2302170    
   1.48803258     ,   7.85578823     ,   2.26982880     ,   20.2544041    
   1.48368800     ,   7.87444162     ,   2.25508809     ,   20.2785721    
   1.47938883     ,   7.89293909     ,   2.24016714     ,   20.3027229    
   1.47513270     ,   7.91127634     ,   2.22506642     ,   20.3268566    
   1.47091830     ,   7.92945099     ,   2.20978427     ,   20.3509731    
   1.46674418     ,   7.94745922     ,   2.19432068     ,   20.3750744    
   1.46260870     ,   7.96530008     ,   2.17867517     ,   20.3991623    
   1.45851016     ,   7.98296833     ,   2.16284680     ,   20.4232349    
   1.45444751     ,   8.00046062     ,   2.14683533     ,   20.4472942    
   1.45041883     ,   8.01777649     ,   2.13064051     ,   20.4713440    
   1.44642222     ,   8.03491020     ,   2.11426091     ,   20.4953823    
   1.44245648     ,   8.05186081     ,   2.09769702     ,   20.5194130    
   1.43852007     ,   8.06862354     ,   2.08094740     ,   20.5434341    
   1.43461108     ,   8.08519554     ,   2.06401205     ,   20.5674496    
   1.43072855     ,   8.10157585     ,   2.04689026     ,   20.5914612    
   1.42687035     ,   8.11775875     ,   2.02958155     ,   20.6154690    
   1.42303503     ,   8.13374233     ,   2.01208496     ,   20.6394768    
   1.41922116     ,   8.14952374     ,   1.99440074     ,   20.6634827    
   1.41542697     ,   8.16509819     ,   1.97652781     ,   20.6874905    
   1.41165161     ,   8.18046570     ,   1.95846558     ,   20.7115040    
   1.40789258     ,   8.19562149     ,   1.94021380     ,   20.7355232    
   1.40414846     ,   8.21056175     ,   1.92177200     ,   20.7595520    
   1.40041804     ,   8.22528553     ,   1.90313911     ,   20.7835903    
   1.39669991     ,   8.23978710     ,   1.88431478     ,   20.8076439    
   1.39299202     ,   8.25406456     ,   1.86529887     ,   20.8317089    
   1.38929296     ,   8.26811600     ,   1.84609067     ,   20.8557930    
   1.38560104     ,   8.28193665     ,   1.82668912     ,   20.8799000    
   1.38191485     ,   8.29552460     ,   1.80709457     ,   20.9040279    
   1.37823296     ,   8.30887699     ,   1.78730547     ,   20.9281826    
   1.37455368     ,   8.32198906     ,   1.76732218     ,   20.9523659    
   1.37087512     ,   8.33485985     ,   1.74714351     ,   20.9765797    
   1.36719632     ,   8.34748363     ,   1.72676921     ,   21.0008278    
   1.36351514     ,   8.35986137     ,   1.70619893     ,   21.0251160    
   1.35983050     ,   8.37198639     ,   1.68543172     ,   21.0494442    
   1.35614049     ,   8.38385582     ,   1.66446686     ,   21.0738182    
   1.35244370     ,   8.39546967     ,   1.64330447     ,   21.0982399    
   1.34873843     ,   8.40682220     ,   1.62194407     ,   21.1227112    
   1.34502411     ,   8.41791344     ,   1.60038793     ,   21.1472359    
   1.34130025     ,   8.42874622     ,   1.57864034     ,   21.1718178    
   1.33756673     ,   8.43931866     ,   1.55670667     ,   21.1964512    
   1.33382261     ,   8.44963551     ,   1.53459132     ,   21.2211399    
   1.33006787     ,   8.45969582     ,   1.51229823     ,   21.2458839    
   1.32630229     ,   8.46950245     ,   1.48983264     ,   21.2706852    
   1.32252538     ,   8.47905540     ,   1.46719897     ,   21.2955418    
   1.31873703     ,   8.48835754     ,   1.44440198     ,   21.3204536    
   1.31493688     ,   8.49740791     ,   1.42144620     ,   21.3454189    
   1.31112409     ,   8.50620842     ,   1.39833605     ,   21.3704414    
   1.30729866     ,   8.51476288     ,   1.37507629     ,   21.3955173    
   1.30345988     ,   8.52306938     ,   1.35167158     ,   21.4206467    
   1.29960823     ,   8.53113174     ,   1.32812655     ,   21.4458294    
   1.29574275     ,   8.53894997     ,   1.30444562     ,   21.4710655    
   1.29186320     ,   8.54652405     ,   1.28063393     ,   21.4963531    
   1.28796923     ,   8.55385780     ,   1.25669515     ,   21.5216904    
   1.28406072     ,   8.56095123     ,   1.23263478     ,   21.5470772    
   1.28013647     ,   8.56780624     ,   1.20845675     ,   21.5725136    
   1.27619743     ,   8.57442284     ,   1.18416631     ,   21.5979958    
   1.27224231     ,   8.58080482     ,   1.15976751     ,   21.6235237    
   1.26827121     ,   8.58695030     ,   1.13526535     ,   21.6490955    
   1.26428378     ,   8.59286308     ,   1.11066437     ,   21.6747093    
   1.26027906     ,   8.59854412     ,   1.08596873     ,   21.7003632    
   1.25625730     ,   8.60399342     ,   1.06118393     ,   21.7260551    
   1.25221825     ,   8.60921288     ,   1.03631365     ,   21.7517872    
   1.24816096     ,   8.61420441     ,   1.01136279     ,   21.7775536    
   1.24408567     ,   8.61896896     ,  0.986336529     ,   21.8033524    
   1.23999214     ,   8.62350750     ,  0.961238861     ,   21.8291836    
   1.23587918     ,   8.62782097     ,  0.936074436     ,   21.8550453    
   1.23174703     ,   8.63191319     ,  0.910848260     ,   21.8809319    
   1.22759557     ,   8.63578224     ,  0.885564446     ,   21.9068451    
   1.22342420     ,   8.63943100     ,  0.860227585     ,   21.9327812    
   1.21923220     ,   8.64286041     ,  0.834842682     ,   21.9587364    
   1.21501958     ,   8.64607239     ,  0.809414268     ,   21.9847126    
   1.21078610     ,   8.64906788     ,  0.783946991     ,   22.0107021    
   1.20653117     ,   8.65184689     ,  0.758445382     ,   22.0367050    
   1.20225453     ,   8.65441322     ,  0.732913971     ,   22.0627174    
   1.19795609     ,   8.65676594     ,  0.707357049     ,   22.0887413    
   1.19363475     ,   8.65890789     ,  0.681779861     ,   22.1147690    
   1.18929136     ,   8.66084003     ,  0.656186700     ,   22.1408005    
   1.18492436     ,   8.66256237     ,  0.630582452     ,   22.1668320    
   1.18053436     ,   8.66407776     ,  0.604970932     ,   22.1928596    
   1.17612040     ,   8.66538715     ,  0.579357922     ,   22.2188835    
   1.17168236     ,   8.66649151     ,  0.553747177     ,   22.2448997    
   1.16721952     ,   8.66739178     ,  0.528143287     ,   22.2709064    
   1.16273236     ,   8.66809082     ,  0.502551675     ,   22.2968979    
   1.15821958     ,   8.66858864     ,  0.476975620     ,   22.3228741    
   1.15368152     ,   8.66888714     ,  0.451421350     ,   22.3488293    
   1.14911771     ,   8.66898632     ,  0.425892264     ,   22.3747635    
   1.14452779     ,   8.66888905     ,  0.400393307     ,   22.4006729    
   1.13991129     ,   8.66859627     ,  0.374929041     ,   22.4265537    
   1.13526762     ,   8.66810894     ,  0.349504083     ,   22.4524040    
   1.13059688     ,   8.66742897     ,  0.324123383     ,   22.4782200    
   1.12589836     ,   8.66655540     ,  0.298791111     ,   22.5039997    
   1.12117231     ,   8.66549301     ,  0.273511887     ,   22.5297375    
   1.11641765     ,   8.66424084     ,  0.248290628     ,   22.5554333    
   1.11163449     ,   8.66280174     ,  0.223131940     ,   22.5810833    
   1.10682225     ,   8.66117477     ,  0.198040396     ,   22.6066856    
   1.10198057     ,   8.65936279     ,  0.173020169     ,   22.6322346    
   1.09710956     ,   8.65736675     ,  0.148076251     ,   22.6577263    
   1.09220850     ,   8.65518856     ,  0.123213574     ,   22.6831627    
   1.08727682     ,   8.65282917     ,   9.84359756E-02 ,   22.7085361    
   1.08231473     ,   8.65028954     ,   7.37483948E-02 ,   22.7338448    
   1.07732129     ,   8.64757061     ,   4.91558090E-02 ,   22.7590866    
   1.07229650     ,   8.64467430     ,   2.46623997E-02 ,   22.7842579    
   1.06724012     ,   8.64160252     ,   2.72750854E-04 ,   22.8093548    
   1.06215167     ,   8.63835621     ,  -2.40081791E-02 ,   22.8343754    
   1.05703092     ,   8.63493538     ,  -4.81761917E-02 ,   22.8593159    
   1.05187678     ,   8.63134193     ,  -7.22263306E-02 ,   22.8841724    
   1.04668999     ,   8.62757874     ,  -9.61540192E-02 ,   22.9089432    
   1.04146957     ,   8.62364483     , -0.119955063     ,   22.9336262    
   1.03621519     ,   8.61954308     , -0.143624112     ,   22.9582157    
   1.03092694     ,   8.61527443     , -0.167157367     ,   22.9827099    
   1.02560425     ,   8.61084080     , -0.190549463     ,   23.0071068    
   1.02024615     ,   8.60624218     , -0.213796616     ,   23.0314007    
   1.01485324     ,   8.60148048     , -0.236893460     ,   23.0555916    
   1.00942457     ,   8.59655571     , -0.259835809     ,   23.0796776    
   1.00396001     ,   8.59147263     , -0.282618701     ,   23.1036510    
  0.998459220     ,   8.58622932     , -0.305238336     ,   23.1275139    
  0.992922187     ,   8.58082771     , -0.327688605     ,   23.1512585    
  0.987347782     ,   8.57526970     , -0.349966437     ,   23.1748867    
  0.981736004     ,   8.56955719     , -0.372066498     ,   23.1983929    
  0.976086795     ,   8.56369019     , -0.393984228     ,   23.2217751    
  0.970399499     ,   8.55767059     , -0.415715784     ,   23.2450314    
  0.964673996     ,   8.55150032     , -0.437255085     ,   23.2681580    
  0.958909631     ,   8.54517937     , -0.458598316     ,   23.2911510    
  0.953106284     ,   8.53870964     , -0.479740918     ,   23.3140106    
  0.947263718     ,   8.53209209     , -0.500678241     ,   23.3367329    
  0.941381097     ,   8.52532959     , -0.521405816     ,   23.3593159    
  0.935458779     ,   8.51842117     , -0.541918933     ,   23.3817558    
  0.929495633     ,   8.51136971     , -0.562212348     ,   23.4040527    
  0.923492074     ,   8.50417519     , -0.582282245     ,   23.4262028    
  0.917447269     ,   8.49684143     , -0.602124035     ,   23.4482021    
